ball_x,ball_y,speed_x,speed_y,time_to_hit,pred_x,my_x,blocker_x,blocker_y,action
161,235,7,-7,999,100,85,125,240,MOVE_LEFT
161,235,7,-7,22.142857142857142,84.0,40,125,240,MOVE_RIGHT
168,228,7,-7,999,100,85,130,240,MOVE_LEFT
168,228,7,-7,21.142857142857142,84.0,45,130,240,MOVE_RIGHT
175,221,7,-7,20.142857142857142,84.0,50,135,240,MOVE_RIGHT
182,214,7,-7,19.142857142857142,84.0,55,140,240,MOVE_RIGHT
189,207,7,-7,999,100,85,145,240,MOVE_LEFT
190,200,1,-7,17.142857142857142,192.85714285714286,60,150,240,MOVE_RIGHT
183,193,-7,-7,16.142857142857142,70.0,65,155,240,MOVE_LEFT
183,193,-7,-7,999,100,75,155,240,MOVE_RIGHT
176,186,-7,-7,15.142857142857142,70.0,60,160,240,MOVE_LEFT
176,186,-7,-7,999,100,75,160,240,MOVE_RIGHT
169,179,-7,-7,14.142857142857142,70.0,55,165,240,MOVE_LEFT
162,172,-7,-7,13.142857142857142,70.0,55,170,240,MOVE_LEFT
148,158,-7,-7,11.142857142857142,70.0,45,160,240,MOVE_RIGHT
141,151,-7,-7,999,100,75,155,240,MOVE_RIGHT
141,151,-7,-7,10.142857142857142,70.0,45,155,240,MOVE_RIGHT
134,144,-7,-7,9.142857142857142,70.0,45,150,240,MOVE_RIGHT
134,144,-7,-7,999,100,75,150,240,MOVE_RIGHT
127,137,-7,-7,999,100,75,145,240,MOVE_RIGHT
40,MOVE_RIGHT
120,130,-7,-7,999,100,75,140,240,MOVE_RIGHT
120,130,-7,-7,7.142857142857143,70.0,45,140,240,MOVE_RIGHT
106,116,-7,-7,5.142857142857143,70.0,45,130,240,MOVE_RIGHT
106,116,-7,-7,999,100,75,130,240,MOVE_RIGHT
85,95,-7,-7,999,100,85,115,240,MOVE_LEFT
85,95,-7,-7,2.142857142857143,70.0,55,115,240,MOVE_LEFT
71,81,-7,-7,0.14285714285714285,70.0,45,105,240,MOVE_RIGHT
71,81,-7,-7,999,100,75,105,240,MOVE_RIGHT
64,80,-7,-1,0.0,64.0,50,100,240,MOVE_LEFT
71,87,7,7,999,100,45,95,240,MOVE_RIGHT
71,87,7,7,47.57142857142857,4.0,80,95,240,MOVE_LEFT
78,94,7,7,46.57142857142857,4.0,75,90,240,MOVE_LEFT
78,94,7,7,999,100,50,90,240,MOVE_RIGHT
85,101,7,7,45.57142857142857,4.0,70,85,240,MOVE_LEFT
92,108,7,7,999,100,60,80,240,MOVE_RIGHT
92,108,7,7,44.57142857142857,4.0,65,80,240,MOVE_LEFT
99,115,7,7,43.57142857142857,4.0,60,75,240,MOVE_LEFT
106,122,7,7,42.57142857142857,4.0,55,70,240,MOVE_LEFT
106,122,7,7,999,100,70,70,240,MOVE_RIGHT
113,129,7,7,999,100,75,65,240,MOVE_RIGHT
0,MOVE_LEFT
120,136,7,7,40.57142857142857,4.0,45,60,240,MOVE_LEFT
127,143,7,7,39.57142857142857,4.0,40,55,240,MOVE_LEFT
127,143,7,7,999,100,85,55,240,MOVE_LEFT
134,150,7,7,38.57142857142857,4.0,35,50,240,MOVE_LEFT
141,157,7,7,37.57142857142857,4.0,30,45,240,MOVE_LEFT
148,164,7,7,36.57142857142857,4.0,25,40,240,MOVE_LEFT
155,171,7,7,999,100,75,35,240,MOVE_RIGHT
155,171,7,7,35.57142857142857,4.0,20,35,240,MOVE_LEFT
162,178,7,7,34.57142857142857,4.0,15,30,240,MOVE_LEFT
169,185,7,7,999,100,75,25,240,MOVE_RIGHT
169,185,7,7,33.57142857142857,4.0,10,25,240,MOVE_LEFT
176,192,7,7,999,100,75,20,240,MOVE_RIGHT
,MOVE_LEFT
183,199,7,7,31.571428571428573,4.0,0,15,240,MOVE_LEFT
183,199,7,7,999,100,75,15,240,MOVE_RIGHT
190,206,7,7,999,100,75,10,240,MOVE_RIGHT
190,206,7,7,30.571428571428573,4.0,0,10,240,MOVE_LEFT
183,213,-7,7,999,100,75,5,240,MOVE_RIGHT
155,241,-7,7,25.571428571428573,24.0,10,15,240,MOVE_LEFT
155,241,-7,7,999,100,85,15,240,MOVE_LEFT
148,248,-7,7,999,100,85,20,240,MOVE_LEFT
148,248,-7,7,24.571428571428573,24.0,10,20,240,MOVE_LEFT
106,290,-7,7,999,100,85,50,240,MOVE_LEFT
106,290,-7,7,18.571428571428573,24.0,10,50,240,MOVE_LEFT
92,304,-7,7,16.571428571428573,24.000000000000014,10,60,240,MOVE_LEFT
92,304,-7,7,999,100,85,60,240,MOVE_LEFT
85,311,-7,7,999,100,85,65,240,MOVE_LEFT
85,311,-7,7,15.571428571428571,24.0,10,65,240,MOVE_LEFT
71,325,-7,7,13.571428571428571,24.0,10,75,240,MOVE_LEFT
29,367,-7,7,999,100,85,105,240,MOVE_LEFT
29,367,-7,7,7.571428571428571,24.0,10,105,240,MOVE_LEFT
22,374,-7,7,6.571428571428571,24.0,10,110,240,MOVE_LEFT
1,395,-7,7,999,100,75,125,240,MOVE_RIGHT
0,402,-1,7,999,100,75,130,240,MOVE_RIGHT
0,402,-1,7,2.5714285714285716,2.5714285714285716,0,130,240,MOVE_LEFT
7,409,7,7,999,100,75,135,240,MOVE_RIGHT
14,410,7,1,10.0,84.0,0,140,240,MOVE_RIGHT
21,403,7,-7,46.142857142857146,56.0,75,145,240,MOVE_LEFT
28,396,7,-7,999,100,10,150,240,MOVE_RIGHT
28,396,7,-7,45.142857142857146,56.0,70,150,240,MOVE_LEFT
35,389,7,-7,44.142857142857146,56.0,65,155,240,MOVE_LEFT
43,381,8,-8,37.625,56.0,60,160,240,MOVE_LEFT
51,373,8,-8,36.625,56.0,55,165,240,MOVE_LEFT
59,365,8,-8,999,100,30,170,240,MOVE_RIGHT
T
67,357,8,-8,34.625,56.0,50,165,240,MOVE_LEFT
75,349,8,-8,33.625,56.0,45,160,240,MOVE_LEFT
83,341,8,-8,999,100,45,155,240,MOVE_RIGHT
91,333,8,-8,999,100,50,150,240,MOVE_RIGHT
T
99,325,8,-8,30.625,56.0,45,145,240,MOVE_LEFT
107,317,8,-8,999,100,60,140,240,MOVE_RIGHT
115,309,8,-8,999,100,65,135,240,MOVE_RIGHT
123,301,8,-8,999,100,70,130,240,MOVE_RIGHT
131,293,8,-8,999,100,75,125,240,MOVE_RIGHT
139,285,8,-8,999,100,75,120,240,MOVE_RIGHT
147,277,8,-8,999,100,75,115,240,MOVE_RIGHT
163,261,8,-8,999,100,85,105,240,MOVE_LEFT
179,245,8,-8,999,100,85,95,240,MOVE_LEFT
187,237,8,-8,999,100,85,90,240,MOVE_LEFT
190,229,3,-8,999,100,85,85,240,MOVE_LEFT
_RIGHT
182,221,-8,-8,999,100,85,80,240,MOVE_LEFT
182,221,-8,-8,17.625,41.0,45,80,240,MOVE_LEFT
174,213,-8,-8,16.625,41.0,40,75,240,MOVE_LEFT
174,213,-8,-8,999,100,85,75,240,MOVE_LEFT
166,205,-8,-8,15.625,41.0,35,70,240,MOVE_LEFT
158,197,-8,-8,14.625,41.0,30,65,240,MOVE_LEFT
158,197,-8,-8,999,100,75,65,240,MOVE_RIGHT
134,173,-8,-8,999,100,75,50,240,MOVE_RIGHT
134,173,-8,-8,11.625,41.0,15,50,240,MOVE_RIGHT
126,165,-8,-8,10.625,41.0,15,45,240,MOVE_RIGHT
126,165,-8,-8,999,100,75,45,240,MOVE_RIGHT
118,157,-8,-8,999,100,75,40,240,MOVE_RIGHT
110,149,-8,-8,999,100,75,35,240,MOVE_RIGHT
78,117,-8,-8,999,100,85,15,240,MOVE_LEFT
46,85,-8,-8,999,100,85,5,240,MOVE_LEFT
27,88,-11,8,41.5,29.5,85,15,240,MOVE_LEFT
27,88,-11,8,999,100,20,15,240,MOVE_RIGHT
16,96,-11,8,999,100,25,20,240,MOVE_RIGHT
16,96,-11,8,40.5,29.5,80,20,240,MOVE_LEFT
5,104,-11,8,999,100,30,25,240,MOVE_RIGHT

0,112,-5,8,999,100,35,30,240,MOVE_RIGHT
0,112,-5,8,38.5,192.5,70,30,240,MOVE_RIGHT
11,120,11,8,37.5,23.5,75,35,240,MOVE_LEFT
22,128,11,8,999,100,45,40,240,MOVE_RIGHT

33,136,11,8,999,100,50,45,240,MOVE_RIGHT

44,144,11,8,999,100,55,50,240,MOVE_RIGHT
44,144,11,8,34.5,23.5,60,50,240,MOVE_LEFT
55,152,11,8,33.5,23.5,55,55,240,MOVE_LEFT
55,152,11,8,999,100,60,55,240,MOVE_RIGHT
66,160,11,8,32.5,23.5,50,60,240,MOVE_LEFT
77,168,11,8,999,100,70,65,240,MOVE_RIGHT
77,168,11,8,31.5,23.5,45,65,240,MOVE_LEFT
88,176,11,8,30.5,23.5,40,70,240,MOVE_LEFT
88,176,11,8,999,100,70,70,240,MOVE_RIGHT
99,184,11,8,999,100,75,75,240,MOVE_RIGHT
99,184,11,8,29.5,23.5,35,75,240,MOVE_LEFT
110,192,11,8,999,100,75,80,240,MOVE_RIGHT
110,192,11,8,28.5,23.5,30,80,240,MOVE_LEFT
121,200,11,8,999,100,75,85,240,MOVE_RIGHT

132,208,11,8,26.5,23.5,20,90,240,MOVE_LEFT
143,216,11,8,25.5,23.5,15,95,240,MOVE_LEFT
154,224,11,8,24.5,23.5,10,100,240,MOVE_LEFT
154,224,11,8,999,100,85,100,240,MOVE_LEFT
176,240,11,8,999,100,85,110,240,MOVE_LEFT
176,240,11,8,22.5,23.5,10,110,240,MOVE_LEFT
190,256,3,8,999,100,85,120,240,MOVE_LEFT
190,256,3,8,20.5,148.5,10,120,240,MOVE_RIGHT
179,264,-11,8,999,100,85,125,240,MOVE_LEFT
168,272,-11,8,999,100,85,130,240,MOVE_LEFT

146,288,-11,8,999,100,75,140,240,MOVE_RIGHT
146,288,-11,8,16.5,35.5,10,140,240,MOVE_RIGHT
113,312,-11,8,13.5,35.5,20,155,240,MOVE_LEFT
113,312,-11,8,999,100,85,155,240,MOVE_LEFT
102,320,-11,8,12.5,35.5,20,160,240,MOVE_LEFT
102,320,-11,8,999,100,85,160,240,MOVE_LEFT
80,336,-11,8,10.5,35.5,20,170,240,MOVE_LEFT
69,344,-11,8,999,100,85,165,240,MOVE_LEFT
69,344,-11,8,9.5,35.5,20,165,240,MOVE_LEFT
58,352,-11,8,999,100,85,160,240,MOVE_LEFT

36,368,-11,8,6.5,35.5,10,150,240,MOVE_RIGHT
0,400,-3,8,2.5,7.5,10,130,240,MOVE_LEFT
0,400,-3,8,999,100,75,130,240,MOVE_RIGHT
11,408,11,8,999,100,75,125,240,MOVE_RIGHT
22,410,11,2,5.0,77.0,10,120,240,MOVE_RIGHT
33,402,11,-8,40.25,75.75,80,115,240,MOVE_LEFT
33,402,11,-8,999,100,15,115,240,MOVE_RIGHT
44,394,11,-8,999,100,20,110,240,MOVE_RIGHT
44,394,11,-8,39.25,75.75,75,110,240,MOVE_LEFT
55,386,11,-8,999,100,25,105,240,MOVE_RIGHT
55,386,11,-8,38.25,75.75,70,105,240,MOVE_LEFT
66,378,11,-8,999,100,30,100,240,MOVE_RIGHT
66,378,11,-8,37.25,75.75,65,100,240,MOVE_LEFT
77,370,11,-8,999,100,35,95,240,MOVE_RIGHT
77,370,11,-8,36.25,75.75,60,95,240,MOVE_LEFT
88,362,11,-8,999,100,40,90,240,MOVE_RIGHT
88,362,11,-8,35.25,75.75,60,90,240,MOVE_LEFT
99,354,11,-8,999,100,45,85,240,MOVE_RIGHT
110,346,11,-8,999,100,50,80,240,MOVE_RIGHT
HT
121,338,11,-8,999,100,55,75,240,MOVE_RIGHT
132,330,11,-8,999,100,60,70,240,MOVE_RIGHT
132,330,11,-8,31.25,75.75,60,70,240,MOVE_LEFT
143,322,11,-8,999,100,65,65,240,MOVE_RIGHT
154,314,11,-8,999,100,70,60,240,MOVE_RIGHT
165,306,11,-8,28.25,75.75,60,55,240,MOVE_LEFT
165,306,11,-8,999,100,75,55,240,MOVE_RIGHT
176,298,11,-8,27.25,75.75,60,50,240,MOVE_LEFT
187,290,11,-8,26.25,75.75,60,45,240,MOVE_LEFT
190,282,3,-8,25.25,134.25,55,40,240,MOVE_RIGHT
179,274,-11,-8,24.25,87.75,60,35,240,MOVE_RIGHT
179,274,-11,-8,999,100,85,35,240,MOVE_LEFT
168,266,-11,-8,23.25,87.75,60,30,240,MOVE_RIGHT
145,249,-12,-9,18.77777777777778,80.33333333333334,65,20,240,MOVE_LEFT
133,240,-12,-9,999,100,85,15,240,MOVE_LEFT
333334,70,15,240,MOVE_LEFT
121,231,-12,-9,999,100,85,10,240,MOVE_LEFT
121,231,-12,-9,16.77777777777778,80.33333333333334,65,10,240,MOVE_LEFT
109,222,-12,-9,999,100,85,5,240,MOVE_LEFT
109,222,-12,-9,15.777777777777779,80.33333333333334,65,5,240,MOVE_LEFT
97,213,-12,-9,999,100,85,0,240,MOVE_LEFT
97,213,-12,-9,14.777777777777779,80.33333333333334,65,0,240,MOVE_LEFT
85,204,-12,-9,13.777777777777779,80.33333333333334,65,5,240,MOVE_LEFT
37,168,-12,-9,999,100,75,25,240,MOVE_RIGHT
33334,55,25,240,MOVE_RIGHT
25,159,-12,-9,999,100,75,30,240,MOVE_RIGHT
13,150,-12,-9,7.777777777777778,80.33333333333333,55,35,240,MOVE_RIGHT
0,132,-1,-9,5.777777777777778,5.777777777777778,65,45,240,MOVE_LEFT
0,132,-1,-9,999,100,85,45,240,MOVE_LEFT
12,123,12,-9,4.777777777777778,69.33333333333333,60,50,240,MOVE_LEFT
24,114,12,-9,999,100,85,55,240,MOVE_LEFT
24,114,12,-9,3.7777777777777777,69.33333333333333,60,55,240,MOVE_LEFT
36,105,12,-9,2.7777777777777777,69.33333333333333,55,60,240,MOVE_LEFT
48,96,12,-9,999,100,75,65,240,MOVE_RIGHT
60,87,12,-9,0.7777777777777778,69.33333333333333,45,70,240,MOVE_RIGHT
84,89,12,9,999,100,45,80,240,MOVE_RIGHT
333337,75,80,240,MOVE_RIGHT
96,98,12,9,35.77777777777778,125.33333333333337,80,85,240,MOVE_RIGHT
108,107,12,9,999,100,55,90,240,MOVE_RIGHT
108,107,12,9,34.77777777777778,125.33333333333337,85,90,240,MOVE_RIGHT
120,116,12,9,999,100,60,95,240,MOVE_RIGHT
120,116,12,9,33.77777777777778,125.33333333333337,90,95,240,MOVE_RIGHT
132,125,12,9,32.77777777777778,125.33333333333337,95,100,240,MOVE_RIGHT
144,134,12,9,999,100,70,105,240,MOVE_RIGHT
144,134,12,9,31.77777777777778,125.33333333333337,95,105,240,MOVE_RIGHT
156,143,12,9,999,100,75,110,240,MOVE_RIGHT
33337,100,110,240,MOVE_RIGHT
168,152,12,9,999,100,75,115,240,MOVE_RIGHT
168,152,12,9,29.77777777777778,125.33333333333337,100,115,240,MOVE_RIGHT
180,161,12,9,999,100,75,120,240,MOVE_RIGHT
180,161,12,9,28.77777777777778,125.33333333333337,100,120,240,MOVE_RIGHT
190,170,10,9,27.77777777777778,67.77777777777777,105,125,240,MOVE_LEFT
178,179,-12,9,26.77777777777778,143.33333333333337,100,130,240,MOVE_RIGHT
166,188,-12,9,25.77777777777778,143.33333333333337,105,135,240,MOVE_RIGHT
166,188,-12,9,999,100,85,135,240,MOVE_LEFT
154,197,-12,9,24.77777777777778,143.33333333333337,110,140,240,MOVE_RIGHT
142,206,-12,9,23.77777777777778,143.33333333333337,115,145,240,MOVE_RIGHT
130,215,-12,9,999,100,85,150,240,MOVE_LEFT
118,224,-12,9,999,100,85,155,240,MOVE_LEFT
58,269,-12,9,999,100,75,160,240,MOVE_RIGHT
46,278,-12,9,999,100,75,155,240,MOVE_RIGHT
0,314,-10,9,11.777777777777779,117.77777777777779,125,135,240,MOVE_LEFT
24,332,12,9,9.777777777777779,141.33333333333334,115,125,240,MOVE_RIGHT
48,350,12,9,999,100,85,115,240,MOVE_LEFT
72,368,12,9,999,100,75,105,240,MOVE_RIGHT
33331,115,105,240,MOVE_RIGHT
108,395,12,9,999,100,75,90,240,MOVE_RIGHT
108,395,12,9,2.7777777777777777,141.33333333333331,115,90,240,MOVE_RIGHT
120,404,12,9,999,100,75,85,240,MOVE_RIGHT
120,404,12,9,1.7777777777777777,141.33333333333334,115,85,240,MOVE_RIGHT
132,410,12,6,999,100,75,80,240,MOVE_RIGHT
132,410,12,6,1.6666666666666667,152.0,115,80,240,MOVE_RIGHT
141,401,9,-9,35.666666666666664,62.0,75,75,240,MOVE_LEFT
150,392,9,-9,34.666666666666664,62.0,70,70,240,MOVE_LEFT
159,383,9,-9,999,100,110,65,240,MOVE_LEFT
159,383,9,-9,33.666666666666664,62.0,65,65,240,MOVE_LEFT
168,374,9,-9,999,100,105,60,240,MOVE_LEFT
168,374,9,-9,32.666666666666664,62.0,60,60,240,MOVE_LEFT
177,365,9,-9,999,100,100,55,240,MOVE_LEFT
177,365,9,-9,31.666666666666668,62.0,55,55,240,MOVE_LEFT
186,356,9,-9,30.666666666666668,62.0,50,50,240,MOVE_LEFT
190,347,4,-9,29.666666666666668,91.33333333333331,50,45,240,MOVE_RIGHT
181,338,-9,-9,999,100,85,40,240,MOVE_LEFT
172,329,-9,-9,999,100,85,35,240,MOVE_LEFT
172,329,-9,-9,27.666666666666668,77.0,50,35,240,MOVE_RIGHT
154,311,-9,-9,999,100,75,25,240,MOVE_RIGHT
136,293,-9,-9,23.666666666666668,77.0,50,15,240,MOVE_RIGHT
136,293,-9,-9,999,100,85,15,240,MOVE_LEFT
118,275,-9,-9,999,100,75,5,240,MOVE_RIGHT
100,257,-9,-9,999,100,85,5,240,MOVE_LEFT
100,257,-9,-9,19.666666666666668,77.0,50,5,240,MOVE_RIGHT
91,248,-9,-9,18.666666666666668,77.0,50,10,240,MOVE_RIGHT
82,239,-9,-9,999,100,75,15,240,MOVE_RIGHT
82,239,-9,-9,17.666666666666668,77.0,50,15,240,MOVE_RIGHT
73,230,-9,-9,999,100,75,20,240,MOVE_RIGHT
64,221,-9,-9,999,100,75,25,240,MOVE_RIGHT
28,185,-9,-9,11.666666666666666,77.0,50,45,240,MOVE_RIGHT
19,176,-9,-9,10.666666666666666,77.0,50,50,240,MOVE_RIGHT
10,167,-9,-9,999,100,75,55,240,MOVE_RIGHT
1,158,-9,-9,999,100,75,60,240,MOVE_RIGHT
40,MOVE_RIGHT
0,149,-1,-9,7.666666666666667,7.666666666666667,55,65,240,MOVE_LEFT
9,140,9,-9,999,100,75,70,240,MOVE_RIGHT
45,104,9,-9,2.6666666666666665,69.0,55,90,240,MOVE_LEFT
54,95,9,-9,1.6666666666666667,69.0,55,95,240,MOVE_LEFT
63,86,9,-9,999,100,85,100,240,MOVE_LEFT
72,80,9,-6,999,100,85,105,240,MOVE_LEFT
81,89,9,9,36.77777777777778,12.0,85,110,240,MOVE_LEFT
81,89,9,9,999,100,50,110,240,MOVE_RIGHT
90,98,9,9,35.77777777777778,12.0,80,115,240,MOVE_LEFT
90,98,9,9,999,100,55,115,240,MOVE_RIGHT
99,107,9,9,34.77777777777778,12.0,75,120,240,MOVE_LEFT
99,107,9,9,999,100,60,120,240,MOVE_RIGHT
108,116,9,9,33.77777777777778,12.0,70,125,240,MOVE_LEFT
117,125,9,9,999,100,70,130,240,MOVE_RIGHT
117,125,9,9,32.77777777777778,12.0,65,130,240,MOVE_LEFT
126,134,9,9,999,100,75,135,240,MOVE_RIGHT
126,134,9,9,31.77777777777778,12.0,60,135,240,MOVE_LEFT
136,144,10,10,999,100,75,140,240,MOVE_RIGHT
136,144,10,10,27.6,12.0,55,140,240,MOVE_LEFT
146,154,10,10,26.6,12.0,50,145,240,MOVE_LEFT
146,154,10,10,999,100,75,145,240,MOVE_RIGHT
156,164,10,10,999,100,75,150,240,MOVE_RIGHT
156,164,10,10,25.6,12.0,45,150,240,MOVE_LEFT
166,174,10,10,24.6,12.0,40,155,240,MOVE_LEFT
176,184,10,10,23.6,12.0,35,160,240,MOVE_LEFT
186,194,10,10,22.6,12.0,30,165,240,MOVE_LEFT
190,204,4,10,21.6,123.60000000000002,25,170,240,MOVE_RIGHT
190,204,4,10,999,100,85,170,240,MOVE_LEFT
180,214,-10,10,999,100,85,165,240,MOVE_LEFT

170,224,-10,10,19.6,26.0,25,160,240,MOVE_LEFT
150,220,-10,-10,14.0,10.0,75,150,240,MOVE_LEFT
140,210,-10,-10,13.0,10.0,70,145,240,MOVE_LEFT
140,210,-10,-10,999,100,30,145,240,MOVE_RIGHT
130,200,-10,-10,999,100,35,140,240,MOVE_RIGHT

120,190,-10,-10,999,100,40,135,240,MOVE_RIGHT
120,190,-10,-10,11.0,10.0,60,135,240,MOVE_LEFT
110,180,-10,-10,999,100,45,130,240,MOVE_RIGHT

100,170,-10,-10,9.0,10.0,50,125,240,MOVE_LEFT
100,170,-10,-10,999,100,50,125,240,MOVE_RIGHT
90,160,-10,-10,999,100,55,120,240,MOVE_RIGHT
90,160,-10,-10,8.0,10.0,45,120,240,MOVE_LEFT
80,150,-10,-10,7.0,10.0,40,115,240,MOVE_LEFT
70,140,-10,-10,6.0,10.0,35,110,240,MOVE_LEFT
70,140,-10,-10,999,100,65,110,240,MOVE_RIGHT
60,130,-10,-10,5.0,10.0,30,105,240,MOVE_LEFT
60,130,-10,-10,999,100,70,105,240,MOVE_RIGHT
50,120,-10,-10,4.0,10.0,25,100,240,MOVE_LEFT
40,110,-10,-10,3.0,10.0,20,95,240,MOVE_LEFT
30,100,-10,-10,999,100,85,90,240,MOVE_LEFT
30,100,-10,-10,2.0,10.0,15,90,240,MOVE_LEFT
20,90,-10,-10,1.0,10.0,10,85,240,MOVE_LEFT
10,80,-10,-10,999,100,85,80,240,MOVE_LEFT
10,80,-10,-10,0.0,10.0,5,80,240,MOVE_LEFT
0,90,-10,10,33.0,70.0,80,75,240,MOVE_LEFT
0,90,-10,10,999,100,0,75,240,MOVE_RIGHT
13,100,13,10,999,100,5,70,240,MOVE_RIGHT
13,100,13,10,32.0,29.0,75,70,240,MOVE_LEFT
26,110,13,10,31.0,29.0,70,65,240,MOVE_LEFT
39,120,13,10,30.0,29.0,65,60,240,MOVE_LEFT
39,120,13,10,999,100,15,60,240,MOVE_RIGHT
52,130,13,10,999,100,20,55,240,MOVE_RIGHT
52,130,13,10,29.0,29.0,60,55,240,MOVE_LEFT
65,140,13,10,999,100,25,50,240,MOVE_RIGHT
65,140,13,10,28.0,29.0,55,50,240,MOVE_LEFT
78,150,13,10,27.0,29.0,50,45,240,MOVE_LEFT
78,150,13,10,999,100,30,45,240,MOVE_RIGHT
91,160,13,10,999,100,35,40,240,MOVE_RIGHT
91,160,13,10,26.0,29.0,45,40,240,MOVE_LEFT
104,170,13,10,999,100,40,35,240,MOVE_RIGHT
104,170,13,10,25.0,29.0,40,35,240,MOVE_LEFT
117,180,13,10,999,100,45,30,240,MOVE_RIGHT
117,180,13,10,24.0,29.0,35,30,240,MOVE_LEFT
130,190,13,10,23.0,29.0,30,25,240,MOVE_LEFT
130,190,13,10,999,100,50,25,240,MOVE_RIGHT
143,200,13,10,999,100,55,20,240,MOVE_RIGHT
143,200,13,10,22.0,29.0,25,20,240,MOVE_LEFT
156,210,13,10,21.0,29.0,20,15,240,MOVE_LEFT
169,220,13,10,20.0,29.0,20,10,240,MOVE_LEFT
169,220,13,10,999,100,65,10,240,MOVE_RIGHT
182,230,13,10,19.0,29.0,15,5,240,MOVE_LEFT
190,240,8,10,999,100,75,0,240,MOVE_RIGHT
190,240,8,10,18.0,66.0,15,0,240,MOVE_RIGHT
177,250,-13,10,999,100,75,5,240,MOVE_RIGHT
164,260,-13,10,999,100,75,10,240,MOVE_RIGHT
151,270,-13,10,15.0,44.0,15,15,240,MOVE_RIGHT
151,270,-13,10,999,100,75,15,240,MOVE_RIGHT
125,290,-13,10,999,100,85,25,240,MOVE_LEFT
112,300,-13,10,12.0,44.0,30,30,240,MOVE_LEFT
112,300,-13,10,999,100,85,30,240,MOVE_LEFT
86,320,-13,10,999,100,75,40,240,MOVE_RIGHT
47,350,-13,10,999,100,85,55,240,MOVE_LEFT
21,370,-13,10,999,100,75,65,240,MOVE_RIGHT
0,390,-8,10,3.0,24.0,20,75,240,MOVE_LEFT
0,390,-8,10,999,100,75,75,240,MOVE_RIGHT
13,400,13,10,999,100,75,80,240,MOVE_RIGHT
36,400,10,-10,999,100,15,90,240,MOVE_RIGHT

46,390,10,-10,31.0,44.0,75,95,240,MOVE_LEFT
56,380,10,-10,30.0,44.0,70,100,240,MOVE_LEFT
56,380,10,-10,999,100,25,100,240,MOVE_RIGHT
66,370,10,-10,999,100,30,105,240,MOVE_RIGHT
66,370,10,-10,29.0,44.0,65,105,240,MOVE_LEFT
76,360,10,-10,28.0,44.0,60,110,240,MOVE_LEFT
86,350,10,-10,27.0,44.0,55,115,240,MOVE_LEFT
86,350,10,-10,999,100,40,115,240,MOVE_RIGHT
96,340,10,-10,26.0,44.0,50,120,240,MOVE_LEFT
96,340,10,-10,999,100,45,120,240,MOVE_RIGHT
106,330,10,-10,999,100,50,125,240,MOVE_RIGHT
106,330,10,-10,25.0,44.0,45,125,240,MOVE_LEFT
116,320,10,-10,24.0,44.0,40,130,240,MOVE_LEFT
116,320,10,-10,999,100,55,130,240,MOVE_RIGHT
126,310,10,-10,23.0,44.0,35,135,240,MOVE_LEFT
126,310,10,-10,999,100,60,135,240,MOVE_RIGHT
136,300,10,-10,22.0,44.0,30,140,240,MOVE_LEFT
136,300,10,-10,999,100,65,140,240,MOVE_RIGHT
146,290,10,-10,999,100,70,145,240,MOVE_RIGHT
156,280,10,-10,999,100,70,150,240,MOVE_RIGHT
166,270,10,-10,999,100,75,155,240,MOVE_RIGHT
